"";"nom";"prenom";"club";"saison";"pays";"competition";"nationalite";"link"
"203";"Senekal";"Dewald";"Toulon";"09/10";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2415.html"
"204";"Franklin";"Johannes";"Agen";"15/16";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2417.html"
"205";"Olivier";"Ignatius Petrus";"Auch";"07/08";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2430.html"
"206";"Swanepoel";"Bertus ";"Stade Toulousain";"07/08";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2434.html"
"207";"Barnard";"Conrad";"Toulon";"08/09";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2454.html"
"208";"Coetzee";"Michael";"Castres";"09/10";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2470.html"
"209";"Loots";"Pieter";"Narbonne";"06/07";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2475.html"
"210";"Thiart";"Danie";"Montpellier";"07/08";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2489.html"
"211";"Clarke";"Ashley Michau ";"Racing Metro 92";"09/10";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2494.html"
"212";"Hulme";"Altenstadt ";"Grenoble";"12/13";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2496.html"
"213";"de Bruyn";"Mattheus ";"LOU";"11/12";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2497.html"
"214";"Steyn";"Morne";"Stade Français";"13/14";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2510.html"
"215";"Blake";"Rodney";"Bayonne";"08/09";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_2512.html"
"216";"Williams";"Bryce";"Bourgoin";"06/07";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2519.html"
"217";"Williams";"Gavin ";"Dax";"07/08";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_2521.html"
"218";"Toeava";"Isaia ";"Clermont";"15/16";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2523.html"
"219";"James";"Brock";"Clermont";"06/07";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_2525.html"
"220";"Tawake";"Jone";"Toulon";"11/12";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_2528.html"
"221";"Leo'o";"Johnny";"Racing Metro 92";"09/10";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2529.html"
"222";"Burgess";"Luke";"Stade Toulousain";"11/12";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_2532.html"
"223";"Senio";"John";"Clermont";"07/08";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_2534.html"
"224";"Jooste";"Wessel";"Bourgoin";"05/06";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2543.html"
"225";"Randle";"Roger";"Bourgoin";"05/06";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2545.html"
"226";"Ropati";"Romi";"Castres";"05/06";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_2547.html"
"227";"Haare";"Dwayne";"Narbonne";"05/06";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2551.html"
"228";"Tomiki";"Lei";"Narbonne";"05/06";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_2552.html"
"229";"Bernard";"Roland";"Mont de Marsan";"08/09";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2561.html"
"230";"Clark";"Tim";"Brive";"05/06";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_2565.html"
"231";"Karele";"Harold";"Toulon";"05/06";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2577.html"
"232";"Louw";"Sarel Jacobus";"Toulon";"05/06";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2580.html"
"233";"Van Rensburg";"Shaw";"Toulon";"05/06";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2591.html"
"234";"Louw";"Pieter";"Toulon";"05/06";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2592.html"
"235";"So'oalo";"Afato";"Bayonne";"05/06";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_2594.html"
"236";"Fifita";"Pila";"Bayonne";"05/06";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_2595.html"
"237";"Grobler";"Pieter ";"Mont de Marsan";"08/09";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2599.html"
"238";"Mostert";"Gerhard ";"Stade Français";"11/12";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2607.html"
"239";"Cooke";"Ronald John ";"Brive";"07/08";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2608.html"
"240";"Coetzee";"Rudi";"Bourgoin";"06/07";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2665.html"
"241";"Van Niekerk";"Pieter Herman";"Agen";"06/07";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2666.html"
"242";"Fili";"Fa'atonu";"Albi";"06/07";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_2685.html"
"243";"Feaunati";"Dominic";"Albi";"09/10";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_2688.html"
"244";"Lemalu";"Simon";"Brive";"06/07";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_2691.html"
"245";"Lea'aetoa";"Tonga";"Pau";"05/06";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_2724.html"
"246";"Sare";"Haig";"Biarritz";"05/06";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_2848.html"
"247";"Roux";"Jacobus Stephanus";"Clermont";"08/09";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2874.html"
"248";"Sykes";"Steven";"Oyonnax";"17/18";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2883.html"
"249";"Nell";"Darron";"Castres";"08/09";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2891.html"
"250";"Burger";"Philip";"USAP";"07/08";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2893.html"
"251";"Uys";"Retief";"Narbonne";"06/07";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2900.html"
"252";"Vermeulen";"Duane";"Toulon";"15/16";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2902.html"
"253";"Bosman";"Meyer Herman ";"Stade Français";"13/14";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2907.html"
"254";"Naulu";"Samueli Dawai";"USAP";"05/06";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_2943.html"
"255";"Beukes";"Naude";"Grenoble";"12/13";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2981.html"
"256";"Wihongi";"Karena";"Bourgoin";"07/08";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2987.html"
"257";"Kefu";"Mafileo";"Toulon";"08/09";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_3044.html"
"258";"Clarkin";"Matthew";"Montauban";"06/07";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3102.html"
"259";"Leupolu";"Tamato";"La Rochelle";"10/11";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_3134.html"
"260";"Ahotaeiloa";"Manu";"Agen";"05/06";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_3189.html"
"261";"Jordaan";"Norman";"Toulon";"08/09";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_3196.html"
"262";"Stankovich";"Boris";"Albi";"06/07";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3252.html"
"263";"Senio";"Dimitri";"Albi";"06/07";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3297.html"
"264";"Sa";"Benjamin Salemane";"Montauban";"06/07";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_3340.html"
"265";"Vakaloa";"Mani";"Racing Metro 92";"09/10";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_3343.html"
"266";"Stewart";"John";"Albi";"06/07";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3355.html"
"267";"Uipa";"Ronny";"Albi";"07/08";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_3403.html"
"268";"Aplon";"Gio Giaan";"Grenoble";"14/15";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_3449.html"
"269";"Warwick";"Paul";"Stade Français";"11/12";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_3559.html"
"270";"Hore";"Charlie";"Dax";"07/08";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3566.html"
"271";"Houston";"Leroy";"Union Bordeaux Bègles";"11/12";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_3598.html"
"272";"Ioane";"Digby";"Stade Français";"13/14";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_3616.html"
"273";"Fonua";"Opeti";"Agen";"05/06";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_3640.html"
"274";"Kunavore";"Maleli";"Stade Toulousain";"05/06";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_3653.html"
"275";"Mailei";"Andrew";"Union Bordeaux Bègles";"11/12";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_3719.html"
"276";"Eaton";"Jason";"La Rochelle";"14/15";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3728.html"
"277";"Qera";"Akapusi ";"Stade Toulousain";"13/14";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_3841.html"
"278";"Nanuku";"Neumi";"Castres";"07/08";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_3846.html"
"279";"Fono";"Ueleni";"Agen";"10/11";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_3854.html"
"280";"Taele-Pavihi";"Pelu ";"Biarritz";"09/10";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_3857.html"
"281";"Farani";"Daniel";"Albi";"06/07";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_3858.html"
"282";"Mariner";"Kiri";"Toulon";"08/09";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_3865.html"
"283";"Leo";"Daniel";"Union Bordeaux Bègles";"11/12";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_3869.html"
"284";"Waqaseduadua";"Viliame";"Brive";"09/10";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3940.html"
"285";"Pisi";"George";"Clermont";"10/11";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_3941.html"
"286";"Flavell";"Troy";"Bayonne";"10/11";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3942.html"
"287";"Latimer";"Tanerau";"Bayonne";"16/17";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3950.html"
"288";"McFarland";"Slade";"Stade Toulousain";"05/06";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3982.html"
"289";"Schwalger";"John";"Agen";"11/12";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3983.html"
"290";"Ma'afu";"Salesi";"Toulon";"15/16";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_3985.html"
"291";"Ulugia";"John";"Clermont";"14/15";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_3992.html"
"292";"Avei";"Ole";"Union Bordeaux Bègles";"11/12";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_4439.html"
"293";"Mowen";"Ben";"Montpellier";"14/15";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_4445.html"
"294";"Treloar";"Cameron";"Bayonne";"10/11";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_4448.html"
"295";"Williams";"Paul";"Stade Français";"11/12";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_4451.html"
"296";"Van Rensburg";"Tinus";"Narbonne";"05/06";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_4468.html"
"297";"Tavalea";"Tunufai";"Brive";"06/07";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_4477.html"
"298";"Moala";"Mosese";"Biarritz";"06/07";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_4508.html"
"299";"Milton";"James Clifford";"Stade Français";"07/08";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_4524.html"
"300";"de Malmanche";"Aled";"Stade Français";"11/12";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_4557.html"
"301";"Iggo";"Joel";"Bourgoin";"05/06";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_4572.html"
"302";"Hunt";"Nigel";"Grenoble";"12/13";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_4588.html"
"303";"Pisi";"Tusi";"Toulon";"08/09";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_4596.html"
"304";"Afoa";"James";"Biarritz";"10/11";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_4606.html"
"305";"Moa";"Taniela";"Pau";"15/16";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_4610.html"
"306";"Brett";"Stephen";"Bayonne";"13/14";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_4637.html"
"307";"Delany";"Mike";"Clermont";"12/13";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_4640.html"
"308";"Ralepelle";"Mahlatse Chilliboy";"Stade Toulousain";"13/14";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_4655.html"
"309";"Van der Merwe";"Hendrik Schalk";"Stade Français";"13/14";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_4657.html"
"310";"Jenneker";"Jody";"LOU";"11/12";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_4658.html"
"311";"Ai'i";"Orene";"Toulon";"08/09";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_4665.html"
"312";"Burden";"Craig Bruce";"Toulon";"13/14";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_4674.html"
"313";"Grobler";"Jacobus Andries";"La Rochelle";"10/11";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_4680.html"
"314";"O'Connor";"Pat";"Agen";"11/12";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_4784.html"
"315";"Steyn";"Francois";"Racing Metro 92";"09/10";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_4826.html"
"316";"Vito";"Victor";"La Rochelle";"16/17";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_4863.html"
"317";"Slade";"Colin";"Pau";"15/16";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_4870.html"
"318";"Va'aulu";"Brando";"Bourgoin";"10/11";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_4909.html"
"319";"Turner";"Lachlan";"Toulon";"15/16";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_4910.html"
"320";"Fa'asalele";"Piula";"La Rochelle";"10/11";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_4999.html"
"321";"Luafutu";"Poutasi";"Brive";"11/12";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_5019.html"
"322";"Lucas";"Benjamin";"Montpellier";"14/15";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_5020.html"
"323";"Leleimalefaga";"Na'ama";"Montpellier";"07/08";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_5037.html"
"324";"Genia";"William";"Stade Français";"15/16";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_5058.html"
"325";"Steenkamp";"Wilhelm";"Brive";"15/16";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5309.html"
"326";"McKintosh";"Jamie";"Montpellier";"15/16";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5325.html"
"327";"Elliot";"Hikawera";"Oyonnax";"17/18";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5329.html"
"328";"Mathewson";"Alby";"Toulon";"17/18";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5337.html"
"329";"Bancroft";"Aaron";"Grenoble";"12/13";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5340.html"
"330";"Domolailai";"Joseva";"Pau";"15/16";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_5440.html"
"331";"Waqa";"Sisa";"Grenoble";"16/17";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_5449.html"
"332";"Lovobalavu";"Gabriele";"Toulon";"08/09";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_5450.html"
"333";"Nalaga";"Napoleoni Vonwale";"Clermont";"06/07";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_5451.html"
"334";"McLeod";"Charl";"Grenoble";"14/15";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5511.html"
"335";"Van der Merwe";"Francois Carl";"Racing Metro 92";"09/10";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5516.html"
"336";"Fourie";"Deon";"LOU";"14/15";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5518.html"
"337";"Ferreira";"Schalk";"Stade Toulousain";"13/14";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5520.html"
"338";"Mujati";"Brian";"Racing Metro 92";"13/14";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5536.html"
"339";"Potgieter";"Jacques-Louis";"Bayonne";"11/12";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5553.html"
"340";"Janse van Rensburg";"Jakobus Christo";"Bayonne";"13/14";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5562.html"
"341";"Auelua";"Fotu";"Toulon";"08/09";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_5578.html"
"342";"Meyer";"Steve";"USAP";"06/07";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5639.html"
"343";"Tavana Faaletino";"Rambo Morrison";"Agen";"06/07";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_5642.html"
"344";"Gaugau";"Sefulu";"Racing Metro 92";"09/10";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_5649.html"
"345";"Muller";"Gert Hendrik";"Agen";"10/11";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5653.html"
"346";"van der Merwe";"Phillip Rudolph";"Clermont";"15/16";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5676.html"
"347";"Lokotui";"Lua";"Stade Français";"07/08";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_5690.html"
"348";"Berquist";"Matt";"Biarritz";"12/13";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5699.html"
"349";"Hoeata";"Jarrad";"Montpellier";"17/18";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5722.html"
"350";"Tekori";"Iosefa";"Castres";"07/08";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_5726.html"
"351";"Smith";"David";"Toulon";"11/12";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_5727.html"
"352";"Munro";"Lachie";"Union Bordeaux Bègles";"12/13";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5730.html"
"353";"Van Zyl";"Anton";"Stade Français";"11/12";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5756.html"
"354";"Liebenberg";"Vickus";"Brive";"06/07";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5783.html"
"355";"Van der Westhuizen";"Crisjan";"Albi";"07/08";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5805.html"
"356";"Goosen";"Greg";"Racing Metro 92";"09/10";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5808.html"
"357";"Paulo";"Ti'i";"Clermont";"10/11";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_5812.html"
"358";"Tuifua";"Taiasina";"Union Bordeaux Bègles";"13/14";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_5832.html"
"359";"Kepu";"Sekope";"Union Bordeaux Bègles";"15/16";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_5836.html"
"360";"Fatafehi";"Alipate";"LOU";"11/12";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_5837.html"
"361";"Stewart";"Blair";"Albi";"09/10";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5843.html"
"362";"Lynn";"Kendrick";"LOU";"14/15";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5845.html"
"363";"Ranger";"Rene";"Montpellier";"13/14";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5854.html"
"364";"Ma'afu";"Vili";"Oyonnax";"13/14";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_5887.html"
"365";"Matadigo";"Sakiusa";"Montpellier";"09/10";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_5915.html"
"366";"Faosilivia";"Alafoti";"Toulon";"11/12";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_5917.html"
"367";"Slade";"Chad";"Oyonnax";"13/14";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_5919.html"
"368";"Perez";"Paul";"Stade Toulousain";"15/16";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_5926.html"
"369";"Snyman";"Johan";"Brive";"15/16";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5952.html"
"370";"Waenga";"Daniel";"Biarritz";"13/14";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5959.html"
"371";"Taumalolo";"Fakaanaua Ki Alisona";"USAP";"12/13";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_6138.html"
"372";"Bekhuis";"Josh";"LOU";"16/17";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_6167.html"
"373";"Sweeney";"Mark";"Dax";"07/08";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_6247.html"
"374";"Telefoni";"Semisi";"Agen";"10/11";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_6915.html"
"375";"Taulanga";"Haisini";"Mont de Marsan";"12/13";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_7893.html"
"376";"Hand";"Ben";"Grenoble";"12/13";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_7941.html"
"377";"Cooper";"Quade";"Toulon";"15/16";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_7946.html"
"378";"Carraro";"Matthew";"Montpellier";"12/13";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_7949.html"
"379";"Fainifo";"Francis";"Stade Français";"11/12";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_7950.html"
